Year,Month,Price_alum,Price_gold,Price_nickel,Price_silver,Price_uran,Inflation_rate,Price_alum_infl,Price_gold_infl,Price_nickel_infl,Price_silver_infl,Price_uran_infl
2011,Jun,2557.76,1529.36,22420.93,35.8,55.4,18.27,3025.062752,1808.774072,26517.23391,42.34066,65.52158
2011,Jul,2525.43,1572.75,23847.95,37.92,52.79,18.27,2986.826061,1860.091425,28204.97047,44.847984,62.434733
2011,Aug,2379.35,1759.01,21845.09,40.33,50.68,18.27,2814.057245,2080.381127,25836.18794,47.698291,59.939236
2011,Sep,2293.46,1772.14,20377.59,38.15,51.98,18.27,2712.475142,2095.909978,24100.57569,45.120005,61.476746
2011,Oct,2180.65,1666.43,19039.05,31.97,52.34,18.27,2579.054755,1970.886761,22517.48444,37.810919,61.902518
2011,Nov,2079.98,1739,17873,33.08,53.19,18.27,2459.992346,2056.7153,21138.3971,39.123716,62.907813
2011,Dec,2022.25,1639.97,18266.76,30.3,52.18,18.27,2391.715075,1939.592519,21604.09705,35.83581,61.713286
2012,Jan,2144.2,1654.05,19854.77,30.65,52.31,15.87,2484.48454,1916.547735,23005.722,35.514155,60.611597
2012,Feb,2207.92,1744.82,20393.67,34.14,52.06,15.87,2558.316904,2021.722934,23630.14543,39.558018,60.321922
2012,Mar,2184.16,1675.95,18660.81,32.95,51.29,15.87,2530.786192,1941.923265,21622.28055,38.179165,59.429723
2012,Apr,2049.67,1649.2,17939.79,31.53,51.3,15.87,2374.952629,1910.92804,20786.83467,36.533811,59.44131
2012,May,2007.63,1589.04,17068.19,28.72,51.89,15.87,2326.240881,1841.220648,19776.91175,33.277864,60.124943
2012,Jun,1890.18,1598.76,16549.14,27.98,50.83,15.87,2190.151566,1852.483212,19175.48852,32.420426,58.896721
2012,Jul,1876.25,1594.29,16128.41,27.43,50.36,15.87,2174.010875,1847.303823,18687.98867,31.783141,58.352132
2012,Aug,1845.38,1630.31,15735.21,28.8,49.25,15.87,2138.241806,1889.040197,18232.38783,33.37056,57.065975
2012,Sep,2064.12,1744.81,17287.96,33.61,47.73,15.87,2391.695844,2021.711347,20031.55925,38.943907,55.304751
2012,Oct,1974.3,1746.58,17168.74,33.19,44.61,15.87,2287.62141,2023.762246,19893.41904,38.457253,51.689607
2012,Nov,1948.83,1721.64,16335.36,32.77,41.5,15.87,2258.109321,1994.864268,18927.78163,37.970599,48.08605
2012,Dec,2086.76,1684.76,17448.5,31.87,43.67,15.87,2417.928812,1952.131412,20217.57695,36.927769,50.600429
2013,Jan,2037.75,1671.85,17472.5,31.06,42.75,14.19,2326.906725,1909.085515,19951.84775,35.467414,48.816225
2013,Feb,2053.6,1627.57,17690.1,30.33,43.41,14.19,2345.00584,1858.522183,20200.32519,34.633827,49.569879
2013,Mar,1909.57,1593.09,16724.93,28.79,42.28,14.19,2180.537983,1819.149471,19098.19757,32.875301,48.279532
2013,Apr,1861.67,1487.86,15672.95,25.36,41.41,14.19,2125.840973,1698.987334,17896.94161,28.958584,47.286079
2013,May,1832.02,1414.03,14947.96,23.04,40.61,14.19,2091.983638,1614.680857,17069.07552,26.309376,46.372559
2013,Jun,1814.54,1343.35,14280.28,21.11,39.94,14.19,2072.023226,1533.971365,16306.65173,24.105509,45.607486
2013,Jul,1769.61,1285.52,13750.32,19.71,38.02,14.19,2020.717659,1467.935288,15701.49041,22.506849,43.415038
2013,Aug,1817.62,1351.74,14314.93,21.89,34.99,14.19,2075.540278,1543.551906,16346.21857,24.996191,39.955081
2013,Sep,1761.3,1348.6,13801.39,22.56,34.45,14.19,2011.22847,1539.96634,15759.80724,25.761264,39.338455
2013,Oct,1814.58,1316.58,14117.65,21.92,34.85,14.19,2072.068902,1503.402702,16120.94454,25.030448,39.795215
2013,Nov,1747.96,1275.86,13684.01,20.76,35.59,14.19,1995.995524,1456.904534,15625.77102,23.705844,40.640221
2013,Dec,1739.81,1221.51,13924.55,19.67,34.59,14.19,1986.689039,1394.842269,15900.44365,22.461173,39.498321
2014,Jan,1727.41,1244.27,14101.25,19.88,35.21,12.37,1941.090617,1398.186199,15845.57463,22.339156,39.565477
2014,Feb,1695.17,1299.58,14203.55,20.85,35.55,12.37,1904.862529,1460.338046,15960.52914,23.429145,39.947535
2014,Mar,1705.37,1336.08,15678.1,20.72,34.7,12.37,1916.324269,1501.353096,17617.48097,23.283064,38.99239
2014,Apr,1810.67,1298.45,17373.6,19.74,32.74,12.37,2034.649879,1459.068265,19522.71432,22.181838,36.789938
2014,May,1751.05,1288.74,19401.08,19.34,28.54,12.37,1967.654885,1448.157138,21800.9936,21.732358,32.070398
2014,Jun,1838.95,1279.1,18628.81,19.89,28.23,12.37,2066.428115,1437.32467,20933.1938,22.350393,31.722051
2014,Jul,1948.3,1310.59,19117.65,20.92,28.4,12.37,2189.30471,1472.709983,21482.50331,23.507804,31.91308
2014,Aug,2030.49,1295.13,18600.2,19.74,30.83,12.37,2281.661613,1455.337581,20901.04474,22.181838,34.643671
2014,Sep,1990.43,1236.55,18034.8,18.37,34.37,12.37,2236.646191,1389.511235,20265.70476,20.642369,38.621569
2014,Oct,1946.19,1222.49,15812.37,17.16,35.75,12.37,2186.933703,1373.712013,17768.36017,19.282692,40.172275
2014,Nov,2055.55,1175.33,15807.05,15.97,40.6,12.37,2309.821535,1320.718321,17762.38209,17.945489,45.62222
2014,Dec,1909.46,1200.62,15962.05,16.3,36.95,12.37,2145.660202,1349.136694,17936.55559,18.31631,41.520715
2015,Jan,1814.72,1250.75,14849.19,17.24,35.9,12.24,2036.841728,1403.8418,16666.73086,19.350176,40.29416
2015,Feb,1817.82,1227.08,14573.84,16.79,38.19,12.24,2040.321168,1377.274592,16357.67802,18.845096,42.864456
2015,Mar,1773.86,1178.63,13755.5,16.24,39.32,12.24,1990.980464,1322.894312,15439.1732,18.227776,44.132768
2015,Apr,1819.19,1198.93,12830.92,16.34,38.84,12.24,2041.858856,1345.679032,14401.42461,18.340016,43.594016
2015,May,1804.04,1198.63,13511.34,16.83,35.69,12.24,2024.854496,1345.342312,15165.12802,18.889992,40.058456
2015,Jun,1687.73,1181.5,12825.23,16.08,36.05,12.24,1894.308152,1326.1156,14395.03815,18.048192,40.46252
2015,Jul,1639.5,1128.31,11413.1,15.05,36.28,12.24,1840.1748,1266.415144,12810.06344,16.89212,40.720672
2015,Aug,1548.13,1117.93,10386,14.94,36.1,12.24,1737.621112,1254.764632,11657.2464,16.768656,40.51864
2015,Sep,1589.6,1124.77,9937.55,14.75,37.06,12.24,1784.16704,1262.441848,11153.90612,16.5554,41.596144
2015,Oct,1516.49,1159.25,10316.83,15.81,37.24,12.24,1702.108376,1301.1422,11579.60999,17.745144,41.798176
2015,Nov,1467.89,1086.44,9244.33,14.45,35.96,12.24,1647.559736,1219.420256,10375.83599,16.21868,40.361504
2015,Dec,1497.2,1075.74,8707.79,14.13,35.16,12.24,1680.45728,1207.410576,9773.623496,15.859512,39.463584
2016,Jan,1481.1,1097.91,8507.29,14.11,34.69,10.84,1641.65124,1216.923444,9429.480236,15.639524,38.450396
2016,Feb,1531.26,1199.5,8298.5,15.17,34.01,10.84,1697.248584,1329.5258,9198.0574,16.814428,37.696684
2016,Mar,1531.01,1245.14,8717.25,15.47,30.11,10.84,1696.971484,1380.113176,9662.1999,17.146948,33.373924
2016,Apr,1571.23,1242.26,8878.86,16.36,27.82,10.84,1741.551332,1376.920984,9841.328424,18.133424,30.835688
2016,May,1550.63,1260.95,8660.35,16.95,27.95,10.84,1718.718292,1397.63698,9599.13194,18.78738,30.97978
2016,Jun,1593.51,1276.4,8928.35,17.29,27.35,10.84,1766.246484,1414.76176,9896.18314,19.164236,30.31474
2016,Jul,1629.05,1336.66,10262.86,19.99,25.85,10.84,1805.63902,1481.553944,11375.35402,22.156916,28.65214
2016,Aug,1639.28,1340.17,10335.99,19.59,25.9,10.84,1816.977952,1485.444428,11456.41132,21.713556,28.70756
2016,Sep,1592.36,1326.61,10191.78,19.36,24.88,10.84,1764.971824,1470.414524,11296.56895,21.458624,27.576992
2016,Oct,1665.9,1266.55,10259.74,17.66,21.49,10.84,1846.48356,1403.84402,11371.89582,19.574344,23.819516
2016,Nov,1737.11,1238.35,11128.91,17.41,18.57,10.84,1925.412724,1372.58714,12335.28384,19.297244,20.582988
2016,Dec,1727.74,1157.36,10972.27,16.43,19.22,10.84,1915.027016,1282.817824,12161.66407,18.211012,21.303448
2017,Jan,1791.24,1192.1,9971.46,16.9,22.17,8.53,1944.032772,1293.78613,10822.02554,18.34157,24.061101
2017,Feb,1860.75,1234.2,10643.3,17.93,25.15,8.53,2019.471975,1339.47726,11551.17349,19.459429,27.295295
2017,Mar,1901.47,1231.42,10204.66,17.63,24.64,8.53,2063.665391,1336.460126,11075.1175,19.133839,26.741792
2017,Apr,1921.22,1266.88,9609.28,18.03,23.25,8.53,2085.100066,1374.944864,10428.95158,19.567959,25.233225
2017,May,1913.02,1246.04,9155.12,16.75,21.64,8.53,2076.200606,1352.327212,9936.051736,18.178775,23.485892
2017,Jun,1885.29,1260.26,8931.76,16.93,19.75,8.53,2046.105237,1367.760178,9693.639128,18.374129,21.434675
2017,Jul,1902.96,1236.84,9491.39,16.15,20.36,8.53,2065.282488,1342.342452,10301.00557,17.527595,22.096708
2017,Aug,2030.01,1283.04,10889.98,16.95,20.41,8.53,2203.169853,1392.483312,11818.89529,18.395835,22.150973
2017,Sep,2096.49,1314.07,11215.79,17.43,20.43,8.53,2275.320597,1426.160171,12172.49689,18.916779,22.172679
2017,Oct,2131.49,1279.51,11335.77,16.94,20.23,8.53,2313.306097,1388.652203,12302.71118,18.384982,21.955619
2017,Nov,2097.44,1281.9,11972,16.98,22.35,8.53,2276.351632,1391.24607,12993.2116,18.428394,24.256455
2017,Dec,2080.47,1264.45,11495.11,16.17,24.69,8.53,2257.934091,1372.307585,12475.64288,17.549301,26.796057
2018,Jan,2209.73,1331.3,12864.88,17.13,23.37,5.94,2340.987962,1410.37922,13629.05387,18.147522,24.758178
2018,Feb,2181.79,1330.73,13595.88,16.58,21.76,5.94,2311.388326,1409.775362,14403.47527,17.564852,23.052544
2018,Mar,2069.24,1324.66,13392.5,16.47,21.73,5.94,2192.152856,1403.344804,14188.0145,17.448318,23.020762
2018,Apr,2254.69,1334.76,13938.1,16.65,20.85,5.94,2388.618586,1414.044744,14766.02314,17.63901,22.08849
2018,May,2299.67,1303.45,14366.49,16.49,21.98,5.94,2436.270398,1380.87493,15219.85951,17.469506,23.285612
2018,Jun,2237.62,1281.57,15105.65,16.54,23.07,5.94,2370.534628,1357.695258,16002.92561,17.522476,24.440358
2018,Jul,2082.24,1237.71,13793.86,15.72,23.42,5.94,2205.925056,1311.229974,14613.21528,16.653768,24.811148
2018,Aug,2051.51,1201.71,13411.35,14.99,26.05,5.94,2173.369694,1273.091574,14207.98419,15.880406,27.59737
2018,Sep,2026.46,1198.39,12510.35,14.27,27.11,5.94,2146.831724,1269.574366,13253.46479,15.117638,28.720334
2018,Oct,2029.86,1215.39,12314.91,14.6,27.51,5.94,2150.433684,1287.584166,13046.41565,15.46724,29.144094
2018,Nov,1938.51,1220.65,11239.72,14.35,28.93,5.94,2053.657494,1293.15661,11907.35937,15.20239,30.648442
2018,Dec,1920.38,1250.4,10835.08,14.77,28.76,5.94,2034.450572,1324.67376,11478.68375,15.647338,30.468344
2019,Jan,1853.72,1291.75,11523.09,15.62,28.71,4.06,1928.981032,1344.19505,11990.92745,16.254172,29.875626
2019,Feb,1862.99,1320.07,12685.23,15.82,28.65,4.06,1938.627394,1373.664842,13200.25034,16.462292,29.81319
2019,Mar,1871.21,1300.9,13026.27,15.3,27.2,4.06,1947.181126,1353.71654,13555.13656,15.92118,28.30432
2019,Apr,1845.42,1285.91,12772.79,15.06,25.7,4.06,1920.344052,1338.117946,13291.36527,15.671436,26.74342
2019,May,1781.26,1283.7,12016.31,14.66,24.68,4.06,1853.579156,1335.81822,12504.17219,15.255196,25.682008
2019,Jun,1755.95,1359.04,11943.94,15.04,24.48,4.06,1827.24157,1414.217024,12428.86396,15.650624,25.473888
2019,Jul,1796.99,1412.89,13546.3,15.79,25.23,4.06,1869.947794,1470.253334,14096.27978,16.431074,26.254338
2019,Aug,1740.68,1500.41,15748.64,17.22,25.28,4.06,1811.351608,1561.326646,16388.03478,17.919132,26.306368
2019,Sep,1753.51,1510.58,17656.88,18.16,25.41,4.06,1824.702506,1571.909548,18373.74933,18.897296,26.441646
2019,Oct,1725.96,1494.81,17046.22,17.65,24.92,4.06,1796.033976,1555.499286,17738.29653,18.36659,25.931752
2019,Nov,1774.79,1470.79,15171.81,17.17,24.99,4.06,1846.846474,1530.504074,15787.78549,17.867102,26.004594
2019,Dec,1771.38,1479.13,13829.42,17.14,25.63,4.06,1843.298028,1539.182678,14390.89445,17.835884,26.670578
2020,Jan,1773.09,1560.67,13506.86,17.97,24.64,2.79,1822.559211,1604.212693,13883.70139,18.471363,25.327456
2020,Feb,1688.1,1597.1,12715.55,17.88,24.69,2.79,1735.19799,1641.65909,13070.31385,18.378852,25.378851
2020,Mar,1610.89,1591.93,11846.23,14.88,24.66,2.79,1655.833831,1636.344847,12176.73982,15.295152,25.348014
2020,Apr,1459.93,1683.17,11804.01,15.07,29.96,2.79,1500.662047,1730.130443,12133.34188,15.490453,30.795884
2020,May,1466.37,1715.91,12179.61,16.26,33.51,2.79,1507.281723,1763.783889,12519.42112,16.713654,34.444929
2020,Jun,1568.57,1732.22,12727.15,17.71,33.09,2.79,1612.333103,1780.548938,13082.23749,18.204109,34.013211
2020,Jul,1643.81,1846.51,13402.3,20.65,32.36,2.79,1689.672299,1898.027629,13776.22417,21.226135,33.262844
2020,Aug,1737.26,1968.63,14537.75,27,31.38,2.79,1785.729554,2023.554777,14943.35323,27.7533,32.255502
2020,Sep,1743.77,1921.92,14857.49,25.74,29.98,2.79,1792.421183,1975.541568,15272.01397,26.458146,30.816442
2020,Oct,1806.1,1900.27,15239.36,24.23,29.64,2.79,1856.49019,1953.287533,15664.53814,24.906017,30.466956
2020,Nov,1935.28,1866.3,15807.73,24.08,29.49,2.79,1989.274312,1918.36977,16248.76567,24.751832,30.312771
2020,Dec,2014.67,1858.42,16823.04,24.97,29.77,2.79,2070.879293,1910.269918,17292.40282,25.666663,30.600583
2021,Jan,2003.98,1866.98,17863.18,25.88,29.86,-1.29,1978.128658,1842.895958,17632.74498,25.546148,29.474806
2021,Feb,2078.59,1808.17,18584.38,27.29,28.66,-1.29,2051.776189,1784.844607,18344.6415,26.937959,28.290286
2021,Mar,2190.48,1718.23,16406.66,25.65,28.33,-1.29,2162.222808,1696.064833,16195.01409,25.319115,27.964543
2021,Apr,2319.39,1760.04,16521.25,25.69,29.75,-1.29,2289.469869,1737.335484,16308.12588,25.358599,29.366225
2021,May,2433.53,1850.26,17577.06,27.5,30.26,-1.29,2402.137463,1826.391646,17350.31593,27.14525,29.869646
2021,Jun,2446.65,1834.57,17979.57,27,32.14,-1.29,2415.088215,1810.904047,17747.63355,26.6517,31.725394
2021,Jul,2497.64,1807.84,18818.51,25.68,32.34,-1.29,2465.420444,1784.518864,18575.75122,25.348728,31.922814
2021,Aug,2602.99,1785.28,19141.3,23.99,32.15,-1.29,2569.411429,1762.249888,18894.37723,23.680529,31.735265
2021,Sep,2834.56,1775.14,19376.88,23.19,45.08,-1.29,2797.994176,1752.240694,19126.91825,22.890849,44.498468
2021,Oct,2934.39,1776.85,19362.39,23.41,38.48,-1.29,2896.536369,1753.928635,19112.61517,23.108011,37.983608
2021,Nov,2636.45,1821.76,19932.86,24.18,31.1,-1.29,2602.439795,1798.259296,19675.72611,23.868078,30.69881
2021,Dec,2695.53,1790.43,20015.55,22.53,,-1.29,2660.757663,1767.333453,19757.34941,22.239363,0
2022,Jan,3005.98,1816.02,22355.4,23.16,,,,,,,
